"parameter","median","ci_low","ci_high","pd","model"
"z_recoded_grammaticality:z_recoded_mini_language",0.0101692,-0.020830284875,0.040854768475,0.74128125,"erp_differential_object_marking_200_500_midline_weakprior_itemslope"
"z_recoded_session:z_recoded_mini_language",-0.00090159509,-0.032850826,0.03052669805,0.5229375,"erp_differential_object_marking_200_500_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",-0.00145424635,-0.011508057675,0.0086473121675,0.612625,"erp_differential_object_marking_200_500_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0036273352,-0.0145862494,0.00733537875,0.74225,"erp_differential_object_marking_200_500_midline_weakprior_itemslope"
"Intercept",0.00324936605,-0.014616124625,0.0207987219,0.63809375,"erp_differential_object_marking_200_500_midline_weakprior"
"z_baseline_predictor",0.489946395,0.47928442325,0.5006885705,1,"erp_differential_object_marking_200_500_midline_weakprior"
"z_recoded_grammaticality",0.031911479,0.00358899706,0.06061944775,0.9866875,"erp_differential_object_marking_200_500_midline_weakprior"
"z_recoded_session",-0.030682052,-0.0626902504,0.00165588772499998,0.96896875,"erp_differential_object_marking_200_500_midline_weakprior"
"z_recoded_mini_language",-0.00101663865,-0.01884931095,0.016480483475,0.54515625,"erp_differential_object_marking_200_500_midline_weakprior"
"z_recoded_caudality",-0.0164095635,-0.0264461374,-0.0062960793975,0.9990625,"erp_differential_object_marking_200_500_midline_weakprior"
"z_multilingual_language_diversity",-0.0089339317,-0.02108515075,0.00290940013999999,0.92878125,"erp_differential_object_marking_200_500_midline_weakprior"
"z_recoded_grammaticality:z_recoded_session",-0.00897757215,-0.020100321525,0.0020969062875,0.943,"erp_differential_object_marking_200_500_midline_weakprior"
"z_recoded_grammaticality:z_recoded_mini_language",0.0099971358,-0.0188819853,0.037955774825,0.75525,"erp_differential_object_marking_200_500_midline_weakprior"
"z_recoded_session:z_recoded_mini_language",-0.00148430495,-0.03353482835,0.0305938385,0.53665625,"erp_differential_object_marking_200_500_midline_weakprior"
"z_recoded_grammaticality:z_recoded_caudality",-0.0013658227,-0.011638885625,0.0087521887625,0.60453125,"erp_differential_object_marking_200_500_midline_weakprior"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.00287589765,-0.013822201475,0.00798576395999999,0.69453125,"erp_differential_object_marking_200_500_midline_weakprior"
"Intercept",0.0138671105,-0.00518436292499999,0.032660897375,0.9253125,"erp_differential_object_marking_300_600_lateral_itemslope_retfree"
"z_baseline_predictor",0.46412972,0.4565627635,0.47170123225,1,"erp_differential_object_marking_300_600_lateral_itemslope_retfree"
"z_recoded_grammaticality",0.0054954168,-0.021882013975,0.033426922325,0.650625,"erp_differential_object_marking_300_600_lateral_itemslope_retfree"
"z_recoded_session",-0.045265103,-0.07364851055,-0.016814230175,0.99896875,"erp_differential_object_marking_300_600_lateral_itemslope_retfree"
"z_recoded_mini_language",-0.00976661645,-0.029061459175,0.00912244693499999,0.8440625,"erp_differential_object_marking_300_600_lateral_itemslope_retfree"
"z_retention",0.045678734,0.012387055225,0.079150288775,0.996125,"erp_differential_object_marking_300_600_lateral_itemslope_retfree"
"z_recoded_hemisphere",0.013976047,0.0066864338075,0.021276176325,1,"erp_differential_object_marking_300_600_lateral_itemslope_retfree"
"z_recoded_caudality",-0.0341671095,-0.041376053325,-0.02693965,1,"erp_differential_object_marking_300_600_lateral_itemslope_retfree"
"z_multilingual_language_diversity",0.00217219105,-0.0064185459775,0.01096370385,0.689,"erp_differential_object_marking_300_600_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_session",0.010135522,-0.00332293989,0.0234965571,0.92890625,"erp_differential_object_marking_300_600_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_mini_language",0.00534062725,-0.022681180525,0.032669540975,0.65028125,"erp_differential_object_marking_300_600_lateral_itemslope_retfree"
"z_recoded_session:z_recoded_mini_language",0.01773025,-0.010609518925,0.04650469495,0.8910625,"erp_differential_object_marking_300_600_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_retention",-0.0200308065,-0.05180037485,0.01184324605,0.89215625,"erp_differential_object_marking_300_600_lateral_itemslope_retfree"
"z_recoded_mini_language:z_retention",-0.0255858505,-0.0592749539,0.00771175747499996,0.9363125,"erp_differential_object_marking_300_600_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_hemisphere",0.0211369615,0.013705899075,0.02834527965,1,"erp_differential_object_marking_300_600_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_caudality",0.0023022758,-0.0050351667375,0.009667973315,0.73046875,"erp_differential_object_marking_300_600_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.00250631695,-0.011139252175,0.015966194425,0.64090625,"erp_differential_object_marking_300_600_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_mini_language:z_retention",-0.033925884,-0.06542058325,-0.00194646799750004,0.98096875,"erp_differential_object_marking_300_600_lateral_itemslope_retfree"
"Intercept",0.000740140995,-0.01545469235,0.016797900275,0.535,"erp_differential_object_marking_300_600_lateral_itemslope"
"z_baseline_predictor",0.463847785,0.45632421,0.4715295145,1,"erp_differential_object_marking_300_600_lateral_itemslope"
"z_recoded_grammaticality",0.0112612255,-0.015139529775,0.03778339125,0.79784375,"erp_differential_object_marking_300_600_lateral_itemslope"
"z_recoded_session",-0.030848472,-0.05757456155,-0.00425943676250001,0.98821875,"erp_differential_object_marking_300_600_lateral_itemslope"
"z_recoded_mini_language",-0.0028121441,-0.01921022495,0.01344949615,0.632625,"erp_differential_object_marking_300_600_lateral_itemslope"
"z_recoded_hemisphere",0.014007611,0.00672456863,0.021325338725,1,"erp_differential_object_marking_300_600_lateral_itemslope"
"z_recoded_caudality",-0.034173003,-0.041477140925,-0.02684830255,1,"erp_differential_object_marking_300_600_lateral_itemslope"
"z_multilingual_language_diversity",0.00210798235,-0.006558087215,0.010990681725,0.68284375,"erp_differential_object_marking_300_600_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_session",0.003259431,-0.0048033609775,0.011410573425,0.78890625,"erp_differential_object_marking_300_600_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",0.0144928155,-0.011953842425,0.04075542975,0.8621875,"erp_differential_object_marking_300_600_lateral_itemslope"
"z_recoded_session:z_recoded_mini_language",0.0095838448,-0.016797418775,0.035771453025,0.763,"erp_differential_object_marking_300_600_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_hemisphere",0.021096952,0.0137435999,0.02842876475,1,"erp_differential_object_marking_300_600_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",0.00225347315,-0.0050509291725,0.0095486473625,0.7274375,"erp_differential_object_marking_300_600_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0089561658,-0.0169213445,-0.001015388985,0.98625,"erp_differential_object_marking_300_600_lateral_itemslope"
"Intercept",0.0135497315,-0.0051800987875,0.032316766975,0.922125,"erp_differential_object_marking_300_600_lateral_retfree"
"z_baseline_predictor",0.46581929,0.45830976775,0.4733252465,1,"erp_differential_object_marking_300_600_lateral_retfree"
"z_recoded_grammaticality",0.00577702175,-0.019250087675,0.03073379,0.67609375,"erp_differential_object_marking_300_600_lateral_retfree"
"z_recoded_session",-0.0443158115,-0.072589053375,-0.016070091525,0.999,"erp_differential_object_marking_300_600_lateral_retfree"
"z_recoded_mini_language",-0.0076477794,-0.02657659465,0.011151572275,0.78865625,"erp_differential_object_marking_300_600_lateral_retfree"
"z_retention",0.044673272,0.011544855675,0.078455783775,0.99546875,"erp_differential_object_marking_300_600_lateral_retfree"
"z_recoded_hemisphere",0.014089792,0.006665224045,0.021475342125,0.9996875,"erp_differential_object_marking_300_600_lateral_retfree"
"z_recoded_caudality",-0.0342578245,-0.041674311725,-0.026705439975,1,"erp_differential_object_marking_300_600_lateral_retfree"
"z_multilingual_language_diversity",0.000590352375,-0.00808474044499999,0.009292016795,0.556,"erp_differential_object_marking_300_600_lateral_retfree"
"z_recoded_grammaticality:z_recoded_session",0.0106884205,-0.0027980919875,0.024149254125,0.9394375,"erp_differential_object_marking_300_600_lateral_retfree"
"z_recoded_grammaticality:z_recoded_mini_language",0.00548424285,-0.019346208675,0.0302412009,0.66834375,"erp_differential_object_marking_300_600_lateral_retfree"
"z_recoded_session:z_recoded_mini_language",0.0175816135,-0.010727486875,0.045866975325,0.89209375,"erp_differential_object_marking_300_600_lateral_retfree"
"z_recoded_grammaticality:z_retention",-0.021017317,-0.05268192695,0.0107605657,0.90365625,"erp_differential_object_marking_300_600_lateral_retfree"
"z_recoded_mini_language:z_retention",-0.023997567,-0.05770978895,0.00947022626999999,0.92034375,"erp_differential_object_marking_300_600_lateral_retfree"
"z_recoded_grammaticality:z_recoded_hemisphere",0.0210827095,0.01357744795,0.0284612183,1,"erp_differential_object_marking_300_600_lateral_retfree"
"z_recoded_grammaticality:z_recoded_caudality",0.0023232201,-0.0050032890025,0.0095229274075,0.733625,"erp_differential_object_marking_300_600_lateral_retfree"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.0034696032,-0.010158938375,0.0169932369,0.69215625,"erp_differential_object_marking_300_600_lateral_retfree"
"z_recoded_grammaticality:z_recoded_mini_language:z_retention",-0.033311075,-0.06515423485,-0.0015269338525,0.98021875,"erp_differential_object_marking_300_600_lateral_retfree"
"Intercept",0.00067779182,-0.0149098416,0.016504511975,0.53221875,"erp_differential_object_marking_300_600_lateral"
"z_baseline_predictor",0.46556916,0.45799236425,0.47315970875,1,"erp_differential_object_marking_300_600_lateral"
"z_recoded_grammaticality",0.0120053355,-0.011446593025,0.035618342425,0.8459375,"erp_differential_object_marking_300_600_lateral"
"z_recoded_session",-0.0297620775,-0.055960992925,-0.00342484683250001,0.98615625,"erp_differential_object_marking_300_600_lateral"
"z_recoded_mini_language",-0.00112535405,-0.0170870438,0.0148969613,0.55371875,"erp_differential_object_marking_300_600_lateral"
"z_recoded_hemisphere",0.0140817665,0.006756592375,0.0214352355,0.999875,"erp_differential_object_marking_300_600_lateral"
"z_recoded_caudality",-0.0342155135,-0.041524355025,-0.02694519615,1,"erp_differential_object_marking_300_600_lateral"
"z_multilingual_language_diversity",0.00051462496,-0.0080390371,0.0093756659,0.54796875,"erp_differential_object_marking_300_600_lateral"
"z_recoded_grammaticality:z_recoded_session",0.003407425,-0.004552228915,0.0114500755,0.79828125,"erp_differential_object_marking_300_600_lateral"
"z_recoded_grammaticality:z_recoded_mini_language",0.014700884,-0.00939294812,0.0381605541,0.8854375,"erp_differential_object_marking_300_600_lateral"
"z_recoded_session:z_recoded_mini_language",0.0098463924,-0.016457659925,0.035489925325,0.772375,"erp_differential_object_marking_300_600_lateral"
"z_recoded_grammaticality:z_recoded_hemisphere",0.0210981725,0.01387635275,0.02846508355,1,"erp_differential_object_marking_300_600_lateral"
"z_recoded_grammaticality:z_recoded_caudality",0.00232078695,-0.004972402275,0.00964969512249998,0.72934375,"erp_differential_object_marking_300_600_lateral"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.00777005815,-0.01572141455,0.000302492028749992,0.970375,"erp_differential_object_marking_300_600_lateral"
"Intercept",0.000756414445,-0.01534227585,0.0169889371,0.539125,"erp_differential_object_marking_300_600_lateral_weakprior_itemslope"
"z_baseline_predictor",0.463888485,0.45630272575,0.47147315,1,"erp_differential_object_marking_300_600_lateral_weakprior_itemslope"
"z_recoded_grammaticality",0.011182252,-0.014961645025,0.037846645775,0.80015625,"erp_differential_object_marking_300_600_lateral_weakprior_itemslope"
"z_recoded_session",-0.0308282155,-0.05730330415,-0.00414041364250001,0.988625,"erp_differential_object_marking_300_600_lateral_weakprior_itemslope"
"z_recoded_mini_language",-0.0027457396,-0.01926008455,0.0134251966,0.62959375,"erp_differential_object_marking_300_600_lateral_weakprior_itemslope"
"z_recoded_hemisphere",0.014013399,0.0068003651225,0.021395135775,0.999875,"erp_differential_object_marking_300_600_lateral_weakprior_itemslope"
"z_recoded_caudality",-0.0341922415,-0.04142799015,-0.026865160825,1,"erp_differential_object_marking_300_600_lateral_weakprior_itemslope"
"z_multilingual_language_diversity",0.0021432156,-0.0065873405675,0.01095776445,0.68303125,"erp_differential_object_marking_300_600_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session",0.0032351188,-0.00469841431,0.01125166085,0.78928125,"erp_differential_object_marking_300_600_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",0.014567752,-0.0115913851,0.0408041185,0.86053125,"erp_differential_object_marking_300_600_lateral_weakprior_itemslope"
"z_recoded_session:z_recoded_mini_language",0.00983060025,-0.01656766945,0.035678892725,0.766375,"erp_differential_object_marking_300_600_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_hemisphere",0.02103527,0.013787317075,0.028290229375,1,"erp_differential_object_marking_300_600_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",0.0023029978,-0.005005553545,0.009588105515,0.73153125,"erp_differential_object_marking_300_600_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0089830497,-0.016987350375,-0.00102416025000001,0.9865,"erp_differential_object_marking_300_600_lateral_weakprior_itemslope"
"Intercept",0.0007417098,-0.015215904275,0.016653278125,0.533625,"erp_differential_object_marking_300_600_lateral_weakprior"
"z_baseline_predictor",0.465587335,0.45803880725,0.473181407,1,"erp_differential_object_marking_300_600_lateral_weakprior"
"z_recoded_grammaticality",0.0117730395,-0.012237905125,0.0355655082,0.8370625,"erp_differential_object_marking_300_600_lateral_weakprior"
"z_recoded_session",-0.029583126,-0.055529991825,-0.00366950087750002,0.9873125,"erp_differential_object_marking_300_600_lateral_weakprior"
"z_recoded_mini_language",-0.0012657441,-0.0174186115,0.01451542695,0.56259375,"erp_differential_object_marking_300_600_lateral_weakprior"
"z_recoded_hemisphere",0.0140758345,0.006637444825,0.021437587075,0.99996875,"erp_differential_object_marking_300_600_lateral_weakprior"
"z_recoded_caudality",-0.0342744305,-0.04155572895,-0.02695822925,1,"erp_differential_object_marking_300_600_lateral_weakprior"
"z_multilingual_language_diversity",0.000514215645,-0.0080859575425,0.00928374412499999,0.54634375,"erp_differential_object_marking_300_600_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_session",0.00339632705,-0.004599859135,0.0114391638,0.795875,"erp_differential_object_marking_300_600_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_mini_language",0.014682634,-0.008978517565,0.03882395935,0.892125,"erp_differential_object_marking_300_600_lateral_weakprior"
"z_recoded_session:z_recoded_mini_language",0.00992159895,-0.0156040669,0.035469057075,0.77846875,"erp_differential_object_marking_300_600_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_hemisphere",0.021087746,0.013677540575,0.028489700875,1,"erp_differential_object_marking_300_600_lateral_weakprior"
